subjID, trialID, choice, outcome, correct
1,1,1,1,1
1,2,1,1,1
1,3,1,1,1
1,4,NA,1,1
1,5,1,-1,1
1,6,2,-1,1
1,7,1,1,1
1,8,1,1,1
1,9,1,1,1
1,10,1,1,1
1,11,1,1,1
1,12,1,1,1
1,13,1,1,1
1,14,1,1,1
1,15,1,1,1
1,16,1,-1,1
1,17,2,1,2
1,18,2,1,2
1,19,2,1,2
1,20,2,1,2
1,21,2,-1,2
1,22,2,1,2
1,23,2,1,2
1,24,2,-1,2
1,25,1,-1,2
1,26,2,1,2
1,27,2,1,2
1,28,2,1,2
1,29,1,-1,2
1,30,2,1,2
1,31,2,1,2
1,32,2,1,2
1,33,2,-1,1
1,34,1,-1,1
1,35,2,-1,1
1,36,1,1,1
1,37,1,1,1
1,38,1,-1,1
1,39,1,1,1
1,40,1,1,1
1,41,1,1,1
1,42,1,1,1
1,43,1,1,1
1,44,2,-1,1
1,45,1,1,1
1,46,1,1,1
1,47,2,-1,1
1,48,1,1,1
1,49,1,1,1
1,50,1,-1,2
1,51,1,-1,2
1,52,2,1,2
1,53,2,1,2
1,54,2,1,2
1,55,2,1,2
1,56,2,1,2
1,57,2,1,2
1,58,2,1,2
1,59,2,1,2
1,60,2,-1,2
1,61,1,-1,2
1,62,2,1,2
1,63,2,-1,2
1,64,1,-1,2
1,65,2,1,2
1,66,2,1,1
1,67,2,-1,1
1,68,NA,1,1
1,69,1,1,1
1,70,1,1,1
1,71,1,1,1
1,72,1,1,1
1,73,2,-1,1
1,74,1,1,1
1,75,1,1,1
1,76,1,-1,1
1,77,1,-1,1
1,78,2,-1,1
1,79,1,1,1
1,80,1,1,1
