subjID, trialID, choice, outcome, correct
4,1,2,-1,1
4,2,1,-1,1
4,3,2,-1,1
4,4,1,1,1
4,5,1,1,1
4,6,1,1,1
4,7,1,-1,1
4,8,1,1,1
4,9,1,1,1
4,10,2,1,1
4,11,2,-1,1
4,12,2,-1,1
4,13,1,1,1
4,14,1,1,1
4,15,1,1,1
4,16,1,1,1
4,17,1,1,2
4,18,1,-1,2
4,19,1,1,2
4,20,1,-1,2
4,21,2,-1,2
4,22,1,-1,2
4,23,2,1,2
4,24,2,1,2
4,25,2,1,2
4,26,2,1,2
4,27,2,1,2
4,28,2,1,2
4,29,2,1,2
4,30,2,1,2
4,31,2,1,2
4,32,2,1,2
4,33,2,-1,1
4,34,2,1,1
4,35,1,1,1
4,36,2,-1,1
4,37,2,-1,1
4,38,2,-1,1
4,39,1,1,1
4,40,2,-1,1
4,41,1,1,1
4,42,1,-1,1
4,43,2,-1,1
4,44,1,1,1
4,45,1,1,1
4,46,1,1,1
4,47,1,1,1
4,48,1,1,1
4,49,1,1,1
4,50,1,-1,2
4,51,NA,1,2
4,52,2,1,2
4,53,2,1,2
4,54,2,-1,2
4,55,1,-1,2
4,56,1,-1,2
4,57,1,1,2
4,58,2,1,2
4,59,2,1,2
4,60,1,-1,2
4,61,2,1,2
4,62,2,1,2
4,63,2,1,2
4,64,2,1,2
4,65,2,1,2
4,66,2,-1,1
4,67,1,-1,1
4,68,NA,-1,1
4,69,2,-1,1
4,70,1,1,1
4,71,1,1,1
4,72,1,-1,1
4,73,2,-1,1
4,74,1,1,1
4,75,2,-1,1
4,76,2,-1,1
4,77,NA,1,1
4,78,1,-1,1
4,79,1,1,1
4,80,1,1,1
