subjID, trialID, choice, outcome, correct
7,1,2,1,1
7,2,2,1,1
7,3,2,-1,1
7,4,2,1,1
7,5,1,-1,1
7,6,1,1,1
7,7,1,1,1
7,8,1,1,1
7,9,1,1,1
7,10,1,1,1
7,11,1,1,1
7,12,1,1,1
7,13,1,1,1
7,14,1,1,1
7,15,2,-1,1
7,16,1,1,1
7,17,1,-1,2
7,18,2,1,2
7,19,2,1,2
7,20,2,1,2
7,21,2,-1,2
7,22,1,-1,2
7,23,2,-1,2
7,24,1,-1,2
7,25,2,1,2
7,26,2,1,2
7,27,2,1,2
7,28,2,1,2
7,29,2,1,2
7,30,2,-1,2
7,31,1,-1,2
7,32,2,1,2
7,33,2,-1,1
7,34,1,1,1
7,35,1,1,1
7,36,2,-1,1
7,37,1,1,1
7,38,1,1,1
7,39,1,1,1
7,40,1,1,1
7,41,NA,1,1
7,42,1,1,1
7,43,1,1,1
7,44,1,1,1
7,45,1,1,1
7,46,1,-1,1
7,47,2,-1,1
7,48,1,1,1
7,49,1,1,1
7,50,1,-1,2
7,51,2,1,2
7,52,2,1,2
7,53,2,1,2
7,54,2,1,2
7,55,2,1,2
7,56,2,1,2
7,57,2,1,2
7,58,2,1,2
7,59,2,1,2
7,60,NA,1,2
7,61,2,1,2
7,62,2,1,2
7,63,2,1,2
7,64,2,1,2
7,65,2,1,2
7,66,2,-1,1
7,67,1,1,1
7,68,1,-1,1
7,69,2,-1,1
7,70,1,1,1
7,71,1,1,1
7,72,NA,-1,1
7,73,2,-1,1
7,74,2,-1,1
7,75,2,-1,1
7,76,1,1,1
7,77,1,1,1
7,78,1,1,1
7,79,1,1,1
7,80,1,1,1
