subjID, trialID, choice, outcome, correct
9,1,2,-1,1
9,2,1,1,1
9,3,1,1,1
9,4,1,1,1
9,5,1,-1,1
9,6,2,-1,1
9,7,1,1,1
9,8,2,-1,1
9,9,1,1,1
9,10,1,-1,1
9,11,1,1,1
9,12,2,-1,1
9,13,1,1,1
9,14,1,-1,1
9,15,2,-1,1
9,16,1,-1,1
9,17,2,1,2
9,18,1,-1,2
9,19,2,-1,2
9,20,2,1,2
9,21,1,-1,2
9,22,2,1,2
9,23,2,-1,2
9,24,1,-1,2
9,25,2,1,2
9,26,2,1,2
9,27,2,1,2
9,28,2,1,2
9,29,2,1,2
9,30,2,1,2
9,31,2,1,2
9,32,2,1,2
9,33,2,-1,1
9,34,1,1,1
9,35,1,1,1
9,36,1,-1,1
9,37,2,-1,1
9,38,1,1,1
9,39,1,1,1
9,40,1,1,1
9,41,1,1,1
9,42,1,1,1
9,43,1,1,1
9,44,1,1,1
9,45,1,1,1
9,46,1,1,1
9,47,1,1,1
9,48,1,1,1
9,49,1,-1,1
9,50,1,1,2
9,51,1,-1,2
9,52,2,1,2
9,53,2,1,2
9,54,2,1,2
9,55,2,-1,2
9,56,1,1,2
9,57,1,-1,2
9,58,1,-1,2
9,59,2,1,2
9,60,2,1,2
9,61,2,1,2
9,62,2,1,2
9,63,1,-1,2
9,64,2,-1,2
9,65,1,-1,2
9,66,2,-1,1
9,67,2,-1,1
9,68,2,-1,1
9,69,1,1,1
9,70,1,-1,1
9,71,1,1,1
9,72,1,1,1
9,73,1,1,1
9,74,1,1,1
9,75,1,1,1
9,76,1,1,1
9,77,1,1,1
9,78,1,1,1
9,79,1,1,1
9,80,1,-1,1
